name,platform,release_era,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Seisou no Amazones,Others,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Mahjong Taikai IV,PS3,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
F.E.A.R. Perseus Mandate,PC,post-2010,Shooter,Others,0.01,0.0,0.0,0.0,0.01,61.0,27.0,7.3,106.0,Others,M
Farming Simulator 15 Expansion Pack,PC,post-2010,Action,Others,0.0,0.01,0.0,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Lumo,Others,post-2010,Puzzle,Others,0.0,0.01,0.0,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,Others,E10+
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Agarest Senki: Re-appearance,PS3,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,missing,missing
Military History: Commander - Europe at War,DS,post-2010,Strategy,Others,0.0,0.01,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Ultraman Fighting Evolution 0,PSP,post-2010,Fighting,Others,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,post-2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Deus Ex,PC,2000-2010,Role-Playing,Others,0.0,0.01,0.0,0.0,0.01,90.0,28.0,9.3,1069.0,Others,M
Aquaman: Battle for Atlantis,Others,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,27.0,9.0,3.1,19.0,Others,T
Jinsei Game Q DS: Shouwa no Dekigoto,DS,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Strider (2014),PS3,post-2010,Platform,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,post-2010,Misc,Sega,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Goku Makaimura Kai,PSP,post-2010,Platform,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
No Fate! Only the Power of Will,X360,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Captain Morgane and the Golden Turtle,Wii,post-2010,Adventure,Others,0.0,0.01,0.0,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,Others,missing
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
PDC World Championship Darts 2009,Wii,post-2010,Sports,Others,0.0,0.01,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Crows: Burning Edge,Others,post-2010,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Nitroplus Blasterz: Heroines Infinite Duel,PS3,post-2010,Fighting,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,Others,T
Kurogane Kaikitan,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
"Hanayaka Kana, Ware ga Ichizoku",PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Mamoru-kun wa Norowarete Shimatta!,X360,post-2010,Shooter,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Myself; Yourself,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,post-2010,Strategy,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Chaos;Head Noah,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Curse of the Amsterdam Diamond,DS,post-2010,Puzzle,Others,0.0,0.01,0.0,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
PDC World Championship Darts 2008,PSP,post-2010,Sports,Others,0.01,0.0,0.0,0.0,0.01,43.0,7.0,5.8,9.666666666666666,Others,E10+
Dokuro,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,76.0,26.0,8.0,18.0,Others,E10+
Starry ? Sky: After Autumn,PSP,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Dragon Quest X: All in One Package,Others,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Tiger Woods PGA Tour 2005,PC,post-2010,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01,91.0,16.0,4.5,39.0,Others,E
Slide Adventure: Mag Kid,DS,post-2010,Action,Nintendo,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
My Little Baby,DS,post-2010,Simulation,Others,0.0,0.01,0.0,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,Others,E
Smuggler's Run,Others,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,41.0,5.0,4.3,12.0,Others,E
Jan Sangoku Musou,PS2,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Brothers Conflict: Precious Baby,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,86.0,71.66666666666667,7.8999999999999995,1348.3333333333333,missing,missing
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,post-2010,Fighting,Others,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
CT Special Forces 2: Back in the Trenches,Others,post-2010,Shooter,Others,0.01,0.0,0.0,0.0,0.01,76.0,11.0,7.933333333333334,22.333333333333332,Others,T
Durarara!! Relay,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Root Double: Before Crime After Days,X360,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
ef - a fairy tale of the two.,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Sonic & All-Stars Racing Transformed,PC,post-2010,Racing,Sega,0.0,0.01,0.0,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
FairlyLife: MiracleDays,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Goat Simulator,Others,post-2010,Simulation,Others,0.0,0.01,0.0,0.0,0.01,53.0,15.0,6.3,63.0,Others,T
Death Connection Portable,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Surf's Up,Others,post-2010,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,Ubisoft Montreal,E10+
Rainbow Islands: Revolution,PSP,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,88.33333333333333,62.0,8.299999999999999,385.6666666666667,missing,missing
TimeShift,PC,post-2010,Shooter,Others,0.01,0.0,0.0,0.0,0.01,71.0,30.0,7.6,124.0,Others,M
Rakushou! Pachi-Slot Sengen 4,PS2,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Chaos;Child,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Moe Moe 2-Ji Daisenryaku 2,PSP,post-2010,Strategy,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Tsuyo Kiss 3 Portable,PSP,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
Championship Manager 2010,PC,post-2010,Sports,Others,0.0,0.01,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Moto Racer Advance,Others,post-2010,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.01,86.0,10.0,7.833333333333333,33.666666666666664,Others,E
Dynasty Warriors: Eiketsuden,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Duel Masters: Shadow of the Code,Others,post-2010,Misc,Others,0.01,0.0,0.0,0.0,0.01,88.66666666666667,64.33333333333333,8.700000000000001,664.0,Others,E
Freaky Flyers,Others,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,69.0,14.0,6.5,6.0,Others,T
The Chronicles of Riddick: Assault on Dark Athena,PC,post-2010,Shooter,Others,0.0,0.01,0.0,0.0,0.01,80.0,26.0,8.0,136.0,Others,M
Happy Dance Collection,Wii,post-2010,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Army Men: Air Combat - The Elite Missions,Others,post-2010,Shooter,Others,0.01,0.0,0.0,0.0,0.01,77.66666666666667,31.666666666666668,7.8999999999999995,97.66666666666667,missing,missing
Rally Championship,Others,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,63.0,8.0,7.933333333333334,22.333333333333332,Others,E
Binary Star,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Conflict: Denied Ops,PC,post-2010,Shooter,Others,0.0,0.01,0.0,0.0,0.01,58.0,18.0,4.8,54.0,Others,M
Legend of Kay Anniversary,Others,post-2010,Action,Others,0.0,0.01,0.0,0.0,0.01,67.0,9.0,7.1,35.0,Others,E10+
Musou Tourou,PSP,post-2010,Strategy,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Gakuen Hetalia,DS,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
Really? Really! DS,DS,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
FlatOut: Ultimate Carnage,PC,post-2010,Racing,Others,0.0,0.01,0.0,0.0,0.01,79.0,16.0,7.7,127.0,Others,T
Touch Detective 3: Does Funghi Dream of Bananas?,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Battlestations: Midway,PC,post-2010,Strategy,Others,0.0,0.01,0.0,0.0,0.01,76.0,20.0,7.3,46.0,Others,T
Mario vs. Donkey Kong: Tipping Stars,Others,post-2010,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01,70.0,26.0,7.4,72.0,Others,E
Tringo,Others,post-2010,Puzzle,Others,0.01,0.0,0.0,0.0,0.01,86.66666666666667,63.0,8.5,803.6666666666666,Others,E
Jam Sessions: Sing and Play Guitar (jp sales),DS,post-2010,Misc,Ubisoft,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Cities: Skylines Snowfall,PC,post-2010,Simulation,Others,0.0,0.01,0.0,0.0,0.01,72.0,16.0,7.1,20.0,Others,missing
RalliSport Challenge(JP sales),XB,post-2010,Racing,Others,0.0,0.0,0.01,0.0,0.01,91.66666666666667,50.666666666666664,8.6,434.6666666666667,missing,missing
Ultraman Fighting Evolution 3,PS2,post-2010,Fighting,Others,0.0,0.0,0.01,0.0,0.01,88.66666666666667,64.33333333333333,8.700000000000001,664.0,missing,missing
Rondo of Swords (jp sales),DS,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Element Hunter,DS,post-2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
R.B.I. Baseball 2016,Others,post-2010,Sports,Others,0.01,0.0,0.0,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Greg Hastings' Tournament Paintball Max'd,PS2,post-2010,Shooter,Activision,0.01,0.0,0.0,0.0,0.01,70.0,8.0,9.2,32.0,Others,E10+
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Whac-A-Mole,Others,post-2010,Puzzle,Others,0.01,0.0,0.0,0.0,0.01,88.33333333333333,62.0,8.299999999999999,385.6666666666667,Others,E
Nakayoshi All-Stars: Mezase Gakuen Idol,DS,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Kamigami no Asobi InFinite,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Fullmetal Alchemist: Prince of the Dawn,Wii,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
H2O+: Footprints in the Sand,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Grooverider: Slot Car Thunder,Others,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,49.0,5.0,7.933333333333334,22.333333333333332,Others,E
Fashionable Puppy: Oshare na Koinu DS,DS,post-2010,Simulation,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Sekirei: Mirai Kara no Okurimono,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Ultimate Board Game Collection,PS2,post-2010,Misc,Others,0.01,0.0,0.0,0.0,0.01,37.0,6.0,7.1000000000000005,5.666666666666667,Others,E
The Humans: Meet the Ancestors!,DS,post-2010,Puzzle,Others,0.01,0.0,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Jambo! Safari Animal Rescue,DS,post-2010,Simulation,Sega,0.01,0.0,0.0,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Dinotopia: The Sunstone Odyssey,XB,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,44.0,10.0,7.933333333333334,22.333333333333332,Others,T
Dungeons & Dragons: Neverwinter Nights - Complete,PC,post-2010,Misc,Others,0.01,0.0,0.0,0.0,0.01,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Idol Janshi Suchie-Pai IV,PS2,post-2010,Misc,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Natsuzora no Monologue,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Kenka Banchou Portable,PSP,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
The Train Giant,PC,post-2010,Strategy,Others,0.0,0.01,0.0,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
Inversion,PC,post-2010,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,59.0,6.0,6.7,107.0,Others,M
Monster Jam,PC,post-2010,Racing,Activision,0.01,0.0,0.0,0.0,0.01,59.666666666666664,5.333333333333333,5.8,5.0,missing,missing
Turbo: Super Stunt Squad,X360,post-2010,Sports,Others,0.0,0.01,0.0,0.0,0.01,50.0,6.333333333333333,4.5,10.0,Others,E
Ishin Renka: Ryouma Gaiden,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
NHL 2K7,XB,post-2010,Sports,Others,0.01,0.0,0.0,0.0,0.01,78.0,8.0,7.1000000000000005,5.666666666666667,Others,E10+
Act of Aggression,PC,post-2010,Strategy,Others,0.0,0.01,0.0,0.0,0.01,71.0,37.0,7.1,93.0,Others,missing
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Powerdrome,XB,post-2010,Racing,Others,0.01,0.0,0.0,0.0,0.01,69.0,12.0,7.0,9.0,Others,T
Fallout Anthology,PC,post-2010,Action,Others,0.0,0.01,0.0,0.0,0.01,69.0,9.333333333333334,8.3,12.0,Others,missing
Monster Bomber,DS,post-2010,Puzzle,Others,0.01,0.0,0.0,0.0,0.01,55.0,6.0,7.1000000000000005,5.666666666666667,Others,E
Hakuouki: Shinsengumi Kitan,PS3,post-2010,Adventure,Others,0.01,0.0,0.0,0.0,0.01,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,missing,missing
Fate/kaleid liner Prisma Illya,Others,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Young Justice: Legacy,X360,post-2010,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,51.666666666666664,10.666666666666666,6.2,10.0,Others,T
Wand of Fortune,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Arabians Lost: The Engagement on Desert,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
TrackMania Turbo,PC,post-2010,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,79.0,13.0,6.8,42.0,Others,E
Minds and Mystery: 5 Game Pack,PC,post-2010,Action,Others,0.0,0.01,0.0,0.0,0.01,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Cross Edge Dash,X360,post-2010,Role-Playing,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Others,T
"Crouching Tiger, Hidden Dragon",XB,post-2010,Action,Ubisoft,0.01,0.0,0.0,0.0,0.01,52.0,10.0,7.933333333333334,22.333333333333332,Others,T
Meru Purana,PS,pre_2000s,Strategy,Others,0.0,0.0,0.01,0.0,0.01,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Fullmetal Alchemist: Trading Card Game,DS,post-2010,Misc,Others,0.01,0.0,0.0,0.0,0.01,61.0,7.0,7.5,4.0,Others,T
Super Bubble Pop,XB,post-2010,Puzzle,Others,0.01,0.0,0.0,0.0,0.01,42.0,6.0,7.833333333333333,33.666666666666664,Others,E
Gobliiins 4,PC,post-2010,Adventure,Others,0.0,0.01,0.0,0.0,0.01,54.0,13.0,7.699999999999999,8.333333333333334,Others,missing
Akatsuki no Amaneka to Aoi Kyojin,PSP,post-2010,Strategy,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Myst,PSP,post-2010,Adventure,Others,0.0,0.01,0.0,0.0,0.01,69.0,4.0,4.8,5.0,Others,E
John Daly's ProStroke Golf,X360,post-2010,Sports,Others,0.01,0.0,0.0,0.0,0.01,57.0,5.0,5.833333333333333,22.0,Others,E
Chaos;Child,PS3,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
Darkened Skye,Others,post-2010,Adventure,Others,0.01,0.0,0.0,0.0,0.01,61.0,12.0,6.4,7.0,Others,T
Sakura-Sou no Pet na Kanojo,Others,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Cartoon Network Battle Crashers,Others,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,86.0,72.66666666666667,6.633333333333333,3227.0,Others,E10+
Wand of Fortune: Mirai e no Prologue,PS2,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Nova Usagi no Game de Ryuugaku!? DS,DS,post-2010,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Heart no Kuni no Alice,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
San-X: Chara Sagashi Land,DS,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Petz: Hamsterz Life 2,Others,post-2010,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Juiced 2: Hot Import Nights,PC,post-2010,Racing,THQ,0.0,0.01,0.0,0.0,0.01,61.0,6.0,5.0,42.0,Others,T
Poker for Dummies,PC,post-2010,Misc,Electronic Arts,0.0,0.01,0.0,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,Electronic Arts,T
Super Dungeon Bros,Others,post-2010,Action,Others,0.01,0.0,0.0,0.0,0.01,42.0,9.0,2.3,7.0,Others,E10+
Command & Conquer Renegade,PC,post-2010,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01,91.66666666666667,50.666666666666664,8.6,434.6666666666667,missing,missing
Memories Off,PSP,post-2010,Adventure,Others,0.0,0.0,0.01,0.0,0.01,91.0,80.0,8.366666666666667,1774.0,missing,missing
Tenchu San Portable,PSP,post-2010,Action,Others,0.0,0.0,0.01,0.0,0.01,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
